country_region_code,country_region,,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-24,-3,17,66,-5,-5,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-25,-7,16,61,-7,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-26,-3,10,89,-5,-5,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-27,4,27,64,1,1,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-28,7,18,40,3,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-29,-8,13,16,-8,-1,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-09-30,1,21,69,-1,1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-01,-1,20,59,0,-1,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-02,-4,20,59,-3,-6,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-03,4,33,91,2,-9,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-04,6,29,68,-23,-51,17
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-05,6,22,54,5,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-06,-4,18,37,-4,0,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-07,-1,16,50,-4,1,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-08,-7,13,20,-3,-2,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-09,-6,18,61,-4,-18,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-10,-7,-1,10,-9,-13,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-11,17,42,121,-18,-52,15
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-12,9,25,62,6,2,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-13,3,21,75,1,1,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-14,2,19,69,-1,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-15,-1,18,52,-1,0,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-16,-3,15,18,-6,-6,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-17,3,29,34,-5,-7,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-18,6,24,44,0,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-19,12,22,44,4,1,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-20,4,22,54,0,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-21,3,17,50,-2,1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-22,2,19,51,0,-1,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-23,1,20,52,0,-7,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-24,6,13,76,3,-8,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-25,11,31,70,3,1,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-26,13,24,65,7,2,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-27,4,20,61,1,1,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-28,5,20,64,0,1,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-29,2,21,62,1,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-30,0,23,60,2,-7,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-10-31,7,38,86,5,-7,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-01,11,28,72,4,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-02,14,23,67,7,3,0
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-03,6,22,66,2,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-04,4,16,51,0,2,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-05,4,19,61,3,0,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-06,3,19,69,4,-8,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-07,9,31,93,8,-7,0
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-08,-3,12,-7,-5,0,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-09,6,14,1,1,2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-10,4,21,30,0,2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-11,5,21,34,-1,0,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-12,2,18,33,0,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-13,1,20,42,2,-9,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-14,6,11,63,6,-10,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-15,11,30,62,3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-16,15,24,54,6,1,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-17,6,25,52,1,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-18,5,18,47,-1,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-19,3,20,48,2,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-20,-2,17,26,1,-9,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-21,1,25,23,1,-9,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-22,7,21,27,0,3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-23,10,17,21,4,4,1
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-24,3,16,34,0,3,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-25,4,17,37,0,3,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-26,1,17,29,1,1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-27,-1,17,27,0,-9,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-28,4,9,46,3,-10,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-29,10,27,55,3,3,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-11-30,1,9,-11,-1,3,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-01,-1,17,15,-3,3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-02,-1,13,20,-4,3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-03,-1,15,20,-2,1,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-04,-4,17,16,-5,-8,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-05,1,27,36,-3,-9,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-06,6,23,52,0,2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-07,10,20,45,4,3,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-08,0,15,47,-3,2,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-09,-1,14,38,-5,3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-10,-4,13,19,-4,1,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-11,-5,17,19,-7,-8,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-12,-4,4,16,-9,-11,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-13,2,21,27,-5,1,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-14,5,15,23,0,2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-15,1,19,27,-4,1,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-16,0,14,30,-5,2,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-17,-6,8,-2,-8,-1,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-18,-15,10,-9,-12,-12,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-19,-7,24,5,-10,-13,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-20,4,26,40,-2,0,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-21,8,22,34,2,1,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-22,0,20,36,-3,0,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-23,1,21,35,-4,0,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-24,3,34,13,-4,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-25,-15,10,-24,-26,-35,12
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-26,-15,-9,-24,-21,-19,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-27,0,19,9,-9,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-28,6,18,16,-2,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-29,-1,19,16,-6,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-30,1,19,11,-9,-6,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2021-12-31,2,40,5,-10,-16,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-01,-20,11,21,-27,-48,12
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-02,-5,25,6,-13,-14,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-03,7,22,28,-5,0,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-04,7,19,20,-4,1,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-05,1,19,23,-7,-1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-06,1,16,19,-8,0,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-07,-1,18,14,-7,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-08,-3,19,6,-13,-7,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-09,-2,9,11,-13,-10,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-10,9,27,31,-2,-1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-11,4,15,2,-6,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-12,0,15,14,-9,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-13,-3,11,-2,-12,-3,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-14,-2,18,5,-9,-4,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-15,-4,19,6,-13,-7,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-16,-2,26,7,-13,-9,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-17,7,22,18,-5,-2,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-18,7,20,14,-5,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-19,0,18,15,-8,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-20,4,19,13,-8,-2,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-21,2,21,13,-6,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-22,0,23,10,-11,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-23,3,13,20,-11,-7,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-24,13,33,34,-3,0,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-25,9,27,15,-3,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-26,8,31,35,-3,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-27,7,31,19,-6,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-28,5,40,9,-6,-5,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-29,-4,40,-2,-15,-15,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-30,4,75,22,-4,-14,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-01-31,-1,67,82,-25,-77,17
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-01,-35,-14,40,-28,-84,12
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-02,-15,4,53,-33,-74,21
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-03,-3,10,15,-16,-10,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-04,-6,10,0,-16,-6,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-05,-12,6,-17,-26,-6,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-06,-11,14,-4,-25,-8,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-07,5,20,24,-8,-1,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-08,6,17,25,-7,-1,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-09,2,18,37,-9,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-10,1,16,26,-11,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-11,-1,17,19,-10,-3,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-12,-3,20,17,-15,-4,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-13,-3,11,21,-15,-8,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-14,8,30,31,-7,-2,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-15,2,14,10,-10,-3,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-16,-5,10,7,-15,-4,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-17,-5,9,4,-16,-3,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-18,-4,16,15,-12,-4,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-19,-7,13,-2,-19,-5,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-20,-7,19,-6,-22,-8,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-21,4,19,22,-11,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-22,3,15,11,-11,-3,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-23,-4,11,13,-15,-5,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-24,-5,11,10,-16,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-25,-6,14,10,-14,-4,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-26,-8,14,-2,-20,-5,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-27,1,11,31,-14,-8,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-02-28,16,36,57,-7,-11,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-01,7,29,41,-28,-56,19
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-02,-4,19,26,-11,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-03,-6,15,19,-13,-1,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-04,-12,10,-2,-16,-1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-05,-8,14,-10,-25,-3,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-06,-8,20,5,-26,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-07,-3,16,23,-13,-1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-08,-2,16,21,-11,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-09,-1,23,71,-32,-54,19
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-10,-16,3,4,-21,-1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-11,-17,7,0,-21,-1,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-12,-14,9,2,-27,-4,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-13,-21,-8,-35,-36,-11,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-14,-14,10,-10,-21,-1,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-15,-9,11,12,-17,-1,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-16,-14,10,22,-20,-2,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-17,-19,0,-15,-25,-1,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-18,-20,4,-24,-25,-1,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-19,-21,2,-37,-36,-8,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-20,-11,17,-1,-28,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-21,-9,12,14,-17,1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-22,-9,8,10,-17,2,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-23,-15,5,7,-21,1,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-24,-15,4,5,-21,2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-25,-16,7,-7,-20,2,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-26,-14,8,-17,-30,-6,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-27,-3,5,24,-20,-6,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-28,-5,17,26,-15,3,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-29,-5,11,24,-14,4,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-30,-12,8,14,-19,3,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-03-31,-11,5,4,-20,5,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-01,-10,10,12,-17,3,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-02,-5,13,26,-18,-5,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-03,2,26,43,-14,-5,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-04,-1,16,39,-12,6,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-05,-2,11,29,-12,6,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-06,-5,12,41,-14,5,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-07,-6,8,23,-16,7,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-08,-5,14,28,-12,6,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-09,0,18,42,-12,-3,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-10,9,14,61,-7,-5,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-11,4,22,50,-7,8,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-12,2,15,31,-8,9,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-13,-9,5,0,-17,6,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-14,-7,9,4,-17,9,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-15,-4,14,19,-12,8,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-16,1,17,33,-13,-2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-17,8,28,47,-9,-2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-18,3,19,41,-8,10,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-19,4,14,33,-7,10,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-20,0,16,41,-9,9,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-21,-3,10,19,-12,10,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-22,-3,14,13,-10,9,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2022-04-23,3,19,33,-11,-1,1
