country_region_code,country_region,,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-28,1,42,49,9,-2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-29,7,63,44,16,-7,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-09-30,-17,73,83,-10,-72,12
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-01,-45,-18,120,-21,-81,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-02,-23,1,112,-21,-75,16
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-03,-24,-6,53,-13,-41,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-04,-18,7,32,-9,-11,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-05,-8,15,45,3,-2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-06,-10,9,41,4,-1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-07,-13,11,52,2,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-08,-10,12,43,4,-1,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-09,-9,17,97,-10,-50,13
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-10,-15,8,52,-3,-8,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-11,-12,-1,58,1,-7,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-12,-7,17,57,6,0,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-13,-7,11,45,6,0,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-14,-10,11,53,3,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-15,-10,9,41,1,0,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-16,-11,9,28,3,-1,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-17,-8,12,44,4,-5,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-18,-4,21,59,5,-7,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-19,-3,18,60,8,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-20,-3,13,51,10,1,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-21,-9,10,46,4,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-22,-9,6,34,1,2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-23,-9,10,29,3,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-24,-7,12,40,4,-4,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-25,-1,5,67,8,-8,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-26,-2,19,59,9,3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-27,-3,12,49,9,2,-2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-28,-7,9,54,5,2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-29,-8,6,38,2,3,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-30,-8,8,35,4,2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-10-31,-6,11,50,5,-5,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-01,-10,15,2,-4,-10,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-02,-3,11,46,5,3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-03,-6,2,18,3,3,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-04,-9,5,31,1,2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-05,-10,3,28,2,3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-06,-11,5,20,3,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-07,-7,10,35,4,-6,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-08,-3,-1,40,6,-9,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-09,-6,12,26,4,3,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-10,-4,11,24,6,3,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-11,-7,10,39,5,2,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-12,-9,5,26,2,3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-13,-11,7,20,4,1,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-14,-9,9,27,2,-7,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-15,-6,16,36,5,-8,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-16,-6,10,35,5,3,0
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-17,-8,5,20,5,3,-1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-18,-14,3,13,0,2,1
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-19,-21,-6,-22,-9,0,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-20,-16,5,-4,-1,1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-21,-16,8,4,-6,-7,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-22,-18,-8,-13,-11,-13,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-23,-11,10,12,-1,2,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-24,-16,5,8,-2,1,2
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-25,-19,6,18,-4,0,3
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-26,-23,2,6,-8,-2,4
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-27,-25,4,-9,-10,-4,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-28,-28,3,-19,-19,-10,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-29,-27,8,-15,-18,-13,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-11-30,-18,8,4,-8,-3,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-01,-20,3,1,-8,-4,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-02,-23,5,8,-10,-5,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-03,-25,-2,-4,-12,-6,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-04,-27,2,-10,-12,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-05,-28,5,-12,-18,-10,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-06,-27,8,-1,-18,-13,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-07,-22,4,5,-9,-3,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-08,-25,-1,0,-10,-4,5
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-09,-28,-2,12,-13,-6,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-10,-27,-2,4,-13,-5,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-11,-19,6,0,-12,-7,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-12,-24,8,-9,-20,-12,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-13,-33,-11,-24,-29,-20,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-14,-18,7,-12,-15,-8,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-15,-19,2,-17,-16,-9,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-16,-23,2,-11,-19,-10,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-17,-22,1,-10,-19,-9,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-18,-24,4,-15,-17,-10,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-19,-29,6,-27,-27,-14,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-20,-30,10,-15,-29,-19,10
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-21,-14,9,7,-11,-9,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-22,-16,4,3,-11,-9,6
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-23,-18,6,9,-13,-10,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-24,-11,24,4,-10,-12,7
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-25,-28,11,15,-38,-64,27
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-26,-32,2,-5,-29,-22,13
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-27,-35,-12,-8,-30,-23,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-28,-13,13,22,-11,-12,9
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-29,-18,4,-7,-14,-13,8
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-30,-24,2,-20,-21,-16,11
KR,South Korea,,,,,,ChIJm7oRy-tVZDURS9uIugCbJJE,2020-12-31,-14,31,-13,-16,-22,11
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-15,-8,0,2,-4,1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-16,-15,0,-33,-16,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-17,-9,-6,-17,-7,0,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-18,1,-2,-3,-1,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-19,-7,-1,9,-5,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-20,-7,-4,10,-6,2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-21,-14,-5,-7,-8,1,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-22,-24,-4,-28,-19,-2,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-23,-27,-15,6,-22,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-24,-19,11,13,-13,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-25,-25,-5,-24,-19,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-26,-26,-4,12,-20,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-27,-27,-5,16,-21,-9,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-28,-35,-15,-34,-27,-11,13
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-02-29,-35,-4,11,-27,-8,11
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-01,-40,-3,-11,-35,-15,11
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-02,-22,3,19,-19,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-03,-19,-3,10,-17,-8,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-04,-29,-9,-12,-25,-9,10
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-05,-27,-9,6,-23,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-06,-25,-6,11,-20,-8,10
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-07,-30,-2,10,-24,-7,10
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-08,-28,-13,54,-23,-14,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-09,-17,5,32,-15,-5,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-10,-24,-11,-28,-20,-8,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-11,-23,-3,23,-18,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-12,-24,-3,23,-20,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-13,-24,-3,9,-19,-7,10
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-14,-26,2,14,-20,-6,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-15,-30,2,5,-29,-13,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-16,-19,2,26,-17,-6,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-17,-18,-3,16,-15,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-18,-21,0,48,-16,-6,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-19,-29,-13,-16,-25,-7,10
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-20,-21,0,31,-16,-6,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-21,-24,5,45,-17,-5,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-22,-23,-8,84,-18,-13,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-23,-17,8,59,-14,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-24,-14,3,57,-11,-6,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-25,-20,0,62,-14,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-26,-24,-4,27,-19,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-27,-21,0,34,-17,-7,9
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-28,-24,4,42,-17,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-29,-22,12,86,-18,-12,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-30,-16,6,69,-13,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-03-31,-9,4,69,-8,-5,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-01,-19,1,52,-15,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-02,-20,-1,59,-15,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-03,-19,1,55,-13,-7,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-04,-23,5,43,-16,-9,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-05,-21,14,71,-17,-14,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-06,-14,7,63,-11,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-07,-11,4,56,-8,-4,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-08,-19,0,53,-14,-5,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-09,-19,-1,48,-15,-5,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-10,-17,4,45,-11,-6,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-11,-18,12,49,-10,-7,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-12,-21,-8,48,-17,-13,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-13,-11,12,70,-9,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-14,-1,12,67,-2,-4,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-15,-7,26,120,-21,-55,20
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-16,-19,-1,55,-13,-4,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-17,-23,-6,-5,-17,-6,10
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-18,-14,10,78,-8,-4,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-19,-25,3,-2,-23,-12,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-20,-15,5,19,-12,-3,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-21,-11,0,11,-9,-2,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-22,-19,-5,1,-16,-4,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-23,-16,0,22,-13,-2,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-24,-14,3,25,-10,-2,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-25,-14,11,40,-8,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-26,-8,1,91,-6,-8,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-27,-7,13,54,-7,-1,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-28,-2,10,59,-1,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-29,-2,18,66,0,-3,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-04-30,-1,24,140,-17,-58,13
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-01,-11,13,89,-22,-50,15
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-02,-18,2,53,-11,-15,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-03,-7,20,74,-5,-8,0
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-04,11,30,90,-5,-20,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-05,15,27,120,-19,-61,17
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-06,-10,10,59,-5,0,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-07,-7,8,59,-3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-08,-7,7,36,-1,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-09,-20,-2,-34,-18,-7,7
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-10,-9,0,48,-6,-6,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-11,-5,15,52,-4,-1,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-12,-3,10,47,-1,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-13,-9,8,64,-6,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-14,-10,8,60,-7,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-15,-19,-3,-16,-14,-5,8
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-16,-12,13,37,-8,-4,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-17,-4,28,82,-4,-4,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-18,-14,1,11,-11,-3,6
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-19,-4,9,27,-5,-3,5
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-20,-7,13,67,-4,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-21,-7,8,65,-5,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-22,-9,7,49,-5,-3,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-23,-8,14,72,-2,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-24,-7,3,55,-8,-6,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-25,-2,19,69,-3,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-26,-2,8,33,-3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-27,-6,11,73,-3,-2,2
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-28,-9,8,61,-6,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-29,-9,9,57,-4,-2,4
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-30,-11,11,57,-5,-3,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-05-31,-8,23,58,-7,-5,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-01,-4,19,70,-3,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-02,-8,7,29,-4,-1,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-03,-9,11,60,-5,-2,3
KR,South Korea,,,Seoul Metropolitan Area,,,ChIJVSiAivKifDURLEc3lh_DYRE,2020-06-04,-11,6,47,-7,-2,3
